ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid
NVDA,2025-04-07,NVDA250509C00080000,NVDA,2025-05-09 20:00:00,call,80,2025-03-31 13:30:00,32,2025-04-07 20:00:00,18.8,24,20.6,22.4,20,21.3,10,236,True,17.64,2.96,97.64,False
NVDA,2025-04-07,NVDA250509C00085000,NVDA,2025-05-09 20:00:00,call,85,2025-03-31 13:30:00,32,2025-04-07 20:00:00,16.55,1,16.7,16.85,2,16.59,61,103,True,12.64,4.06,97.64,False
NVDA,2025-04-07,NVDA250509C00090000,NVDA,2025-05-09 20:00:00,call,90,2025-03-31 13:30:00,32,2025-04-07 20:00:00,13.0,3,13.125,13.25,5,13.01,162,627,True,7.64,5.485,97.64,False
NVDA,2025-04-07,NVDA250509C00092000,NVDA,2025-05-09 20:00:00,call,92,2025-04-04 13:30:00,32,2025-04-07 20:00:00,11.75,2,11.8,11.85,11,11.46,25,188,True,5.64,6.16,97.64,False
NVDA,2025-04-07,NVDA250509C00093000,NVDA,2025-05-09 20:00:00,call,93,2025-04-04 13:30:00,32,2025-04-07 20:00:00,11.05,1,11.125,11.2,13,10.6,10,232,True,4.64,6.485,97.64,False
NVDA,2025-04-07,NVDA250509C00094000,NVDA,2025-05-09 20:00:00,call,94,2025-04-04 13:30:00,32,2025-04-07 20:00:00,10.45,9,10.575,10.7,21,10.55,128,399,True,3.64,6.935,97.64,False
NVDA,2025-04-07,NVDA250509C00095000,NVDA,2025-05-09 20:00:00,call,95,2025-03-31 13:30:00,32,2025-04-07 20:00:00,9.85,2,9.925,10.0,15,10.0,508,1438,True,2.64,7.285,97.64,False
NVDA,2025-04-07,NVDA250509C00096000,NVDA,2025-05-09 20:00:00,call,96,2025-04-03 13:30:00,32,2025-04-07 20:00:00,9.15,23,9.3,9.45,8,9.29,219,427,True,1.64,7.66,97.64,False
NVDA,2025-04-07,NVDA250509C00097000,NVDA,2025-05-09 20:00:00,call,97,2025-04-03 13:30:00,32,2025-04-07 20:00:00,8.65,45,9.175,9.7,8,8.66,202,872,True,0.64,8.535,97.64,False
NVDA,2025-04-07,NVDA250509C00098000,NVDA,2025-05-09 20:00:00,call,98,2025-04-03 13:30:00,32,2025-04-07 20:00:00,8.2,8,8.275,8.35,5,8.15,206,654,False,0.0,8.275,97.64,False
NVDA,2025-04-07,NVDA250509C00099000,NVDA,2025-05-09 20:00:00,call,99,2025-03-27 13:30:00,32,2025-04-07 20:00:00,7.65,13,7.7,7.75,18,7.6,162,294,False,0.0,7.7,97.64,False
NVDA,2025-04-07,NVDA250509C00100000,NVDA,2025-05-09 20:00:00,call,100,2025-03-27 13:30:00,32,2025-04-07 20:00:00,7.1,1,7.175,7.25,18,7.23,646,2212,False,0.0,7.175,97.64,False
