ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega,is_illiquid
PG,2025-09-02,PG251003C00110000,PG,2025-10-03 20:00:00,call,110,2025-08-21 13:30:00,31,2025-09-02 20:00:00,47.05,17,48.725,50.4,17,0.0,0,0,True,47.99,0.735,157.99,,,,,,False
PG,2025-09-02,PG251003C00115000,PG,2025-10-03 20:00:00,call,115,2025-08-21 13:30:00,31,2025-09-02 20:00:00,42.1,17,43.75,45.4,17,0.0,0,0,True,42.99,0.76,157.99,,,,,,False
PG,2025-09-02,PG251003C00120000,PG,2025-10-03 20:00:00,call,120,2025-08-21 13:30:00,31,2025-09-02 20:00:00,36.5,8,38.125,39.75,17,0.0,0,0,True,37.99,0.135,157.99,,,,,,False
PG,2025-09-02,PG251003C00125000,PG,2025-10-03 20:00:00,call,125,2025-08-21 13:30:00,31,2025-09-02 20:00:00,31.55,8,33.15,34.75,17,0.0,0,0,True,32.99,0.16,157.99,,,,,,False
PG,2025-09-02,PG251003C00130000,PG,2025-10-03 20:00:00,call,130,2025-08-21 13:30:00,31,2025-09-02 20:00:00,26.6,8,28.225,29.85,17,0.0,0,0,True,27.99,0.235,157.99,,,,,,False
PG,2025-09-02,PG251003C00135000,PG,2025-10-03 20:00:00,call,135,2025-08-21 13:30:00,31,2025-09-02 20:00:00,23.25,11,23.55,23.85,11,0.0,0,0,True,22.99,0.56,157.99,,,,,,False
PG,2025-09-02,PG251003C00140000,PG,2025-10-03 20:00:00,call,140,2025-08-21 13:30:00,31,2025-09-02 20:00:00,18.35,11,18.65,18.95,11,16.79,1,0,True,17.99,0.66,157.99,,,,,,False
PG,2025-09-02,PG251003C00145000,PG,2025-10-03 20:00:00,call,145,2025-08-21 13:30:00,31,2025-09-02 20:00:00,13.55,18,13.85,14.15,11,12.54,0,0,True,12.99,0.86,157.99,,,,,,False
PG,2025-09-02,PG251003C00150000,PG,2025-10-03 20:00:00,call,150,2025-08-21 13:30:00,31,2025-09-02 20:00:00,9.15,44,9.775,10.4,138,0.0,0,0,True,7.99,1.785,157.99,,,,,,False
PG,2025-09-02,PG251003C00155000,PG,2025-10-03 20:00:00,call,155,2025-08-21 13:30:00,31,2025-09-02 20:00:00,5.25,1,5.85,6.45,176,5.45,22,20,True,2.99,2.86,157.99,,,,,,False
PG,2025-09-02,PG251003C00160000,PG,2025-10-03 20:00:00,call,160,2025-08-21 13:30:00,31,2025-09-02 20:00:00,2.25,201,2.43,2.61,153,2.51,71,32,False,0.0,2.43,157.99,,,,,,False
PG,2025-09-02,PG251003C00165000,PG,2025-10-03 20:00:00,call,165,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.8,46,0.875,0.95,114,0.87,24,32,False,0.0,0.875,157.99,,,,,,False
PG,2025-09-02,PG251003C00170000,PG,2025-10-03 20:00:00,call,170,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.24,41,0.28,0.32,1,0.25,20,17,False,0.0,0.28,157.99,,,,,,False
PG,2025-09-02,PG251003C00175000,PG,2025-10-03 20:00:00,call,175,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,0.11,0.22,288,0.0,0,0,False,0.0,0.11,157.99,,,,,,True
PG,2025-09-02,PG251003C00180000,PG,2025-10-03 20:00:00,call,180,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.075,2.15,20,0.0,0,0,False,0.0,1.075,157.99,,,,,,True
PG,2025-09-02,PG251003C00185000,PG,2025-10-03 20:00:00,call,185,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,20,0.0,0,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003C00190000,PG,2025-10-03 20:00:00,call,190,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,24,0.0,0,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003C00195000,PG,2025-10-03 20:00:00,call,195,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,25,0.0,0,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003C00200000,PG,2025-10-03 20:00:00,call,200,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,24,0.0,0,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003C00205000,PG,2025-10-03 20:00:00,call,205,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,20,0.0,0,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003P00110000,PG,2025-10-03 20:00:00,put,110,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.065,2.13,36,0.13,1,0,False,0.0,1.065,157.99,,,,,,True
PG,2025-09-02,PG251003P00115000,PG,2025-10-03 20:00:00,put,115,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.07,2.14,21,0.0,0,0,False,0.0,1.07,157.99,,,,,,True
PG,2025-09-02,PG251003P00120000,PG,2025-10-03 20:00:00,put,120,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.075,2.15,20,0.0,0,0,False,0.0,1.075,157.99,,,,,,True
PG,2025-09-02,PG251003P00125000,PG,2025-10-03 20:00:00,put,125,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,0.25,0.5,18,0.06,8,0,False,0.0,0.25,157.99,,,,,,True
PG,2025-09-02,PG251003P00130000,PG,2025-10-03 20:00:00,put,130,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,1.095,2.19,13,0.16,3,0,False,0.0,1.095,157.99,,,,,,True
PG,2025-09-02,PG251003P00135000,PG,2025-10-03 20:00:00,put,135,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.0,0,0.145,0.29,280,0.23,2,0,False,0.0,0.145,157.99,,,,,,True
PG,2025-09-02,PG251003P00140000,PG,2025-10-03 20:00:00,put,140,2025-08-21 13:30:00,31,2025-09-02 20:00:00,0.06,315,0.23,0.4,379,0.23,95,1,False,0.0,0.23,157.99,,,,,,False
