ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
CAT,2025-05-27,CAT250627C00305000,CAT,2025-06-27 16:00:00 -04:00,call,305,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,46.7,19,48.425,50.15,15,49.4,0,1,True,46.51,1.915,351.51,,,,,
CAT,2025-05-27,CAT250627C00310000,CAT,2025-06-27 16:00:00 -04:00,call,310,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,41.65,17,43.55,45.45,18,0.0,0,0,True,41.51,2.04,351.51,,,,,
CAT,2025-05-27,CAT250627C00315000,CAT,2025-06-27 16:00:00 -04:00,call,315,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,37.1,17,38.975,40.85,17,0.0,0,0,True,36.51,2.465,351.51,,,,,
CAT,2025-05-27,CAT250627C00320000,CAT,2025-06-27 16:00:00 -04:00,call,320,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,33.6,27,34.5,35.4,17,28.18,2,0,True,31.51,2.99,351.51,,,,,
CAT,2025-05-27,CAT250627C00325000,CAT,2025-06-27 16:00:00 -04:00,call,325,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,29.35,19,30.125,30.9,19,24.96,6,0,True,26.51,3.615,351.51,,,,,
CAT,2025-05-27,CAT250627C00330000,CAT,2025-06-27 16:00:00 -04:00,call,330,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,24.75,23,25.85,26.95,16,24.9,7,2,True,21.51,4.34,351.51,,,,,
CAT,2025-05-27,CAT250627C00335000,CAT,2025-06-27 16:00:00 -04:00,call,335,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,21.3,18,22.075,22.85,23,22.81,3,1,True,16.51,5.565,351.51,,,,,
CAT,2025-05-27,CAT250627C00340000,CAT,2025-06-27 16:00:00 -04:00,call,340,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,17.75,11,18.25,18.75,18,17.6,10,8,True,11.51,6.74,351.51,,,,,
CAT,2025-05-27,CAT250627C00345000,CAT,2025-06-27 16:00:00 -04:00,call,345,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,14.0,21,14.725,15.45,14,11.1,16,0,True,6.51,8.215,351.51,,,,,
CAT,2025-05-27,CAT250627C00350000,CAT,2025-06-27 16:00:00 -04:00,call,350,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,11.25,16,12.05,12.85,10,12.21,67,30,True,1.51,10.54,351.51,,,,,
CAT,2025-05-27,CAT250627C00355000,CAT,2025-06-27 16:00:00 -04:00,call,355,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,8.35,17,8.925,9.5,16,9.5,16,26,False,0.0,8.925,351.51,,,,,
CAT,2025-05-27,CAT250627C00360000,CAT,2025-06-27 16:00:00 -04:00,call,360,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,6.35,18,6.675,7.0,6,7.31,40,7,False,0.0,6.675,351.51,,,,,
CAT,2025-05-27,CAT250627C00365000,CAT,2025-06-27 16:00:00 -04:00,call,365,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,4.5,17,4.875,5.25,13,4.75,11,1,False,0.0,4.875,351.51,,,,,
CAT,2025-05-27,CAT250627C00370000,CAT,2025-06-27 16:00:00 -04:00,call,370,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,2.97,21,3.335,3.7,9,3.77,293,6,False,0.0,3.335,351.51,,,,,
CAT,2025-05-27,CAT250627C00375000,CAT,2025-06-27 16:00:00 -04:00,call,375,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,1.94,25,2.31,2.68,14,2.6,19,5,False,0.0,2.31,351.51,,,,,
CAT,2025-05-27,CAT250627C00380000,CAT,2025-06-27 16:00:00 -04:00,call,380,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,1.33,22,1.605,1.88,12,1.85,18,4,False,0.0,1.605,351.51,,,,,
CAT,2025-05-27,CAT250627C00385000,CAT,2025-06-27 16:00:00 -04:00,call,385,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.9,13,1.085,1.27,7,1.44,10,0,False,0.0,1.085,351.51,,,,,
CAT,2025-05-27,CAT250627C00390000,CAT,2025-06-27 16:00:00 -04:00,call,390,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.06,19,0.955,1.85,19,0.75,33,0,False,0.0,0.955,351.51,,,,,
CAT,2025-05-27,CAT250627C00395000,CAT,2025-06-27 16:00:00 -04:00,call,395,2025-05-09 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.14,21,0.97,1.8,19,0.97,28,0,False,0.0,0.97,351.51,,,,,
CAT,2025-05-27,CAT250627C00400000,CAT,2025-06-27 16:00:00 -04:00,call,400,2025-05-09 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.0,0,0.67,1.34,15,0.0,0,0,False,0.0,0.67,351.51,,,,,
CAT,2025-05-27,CAT250627P00305000,CAT,2025-06-27 16:00:00 -04:00,put,305,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.66,19,0.915,1.17,13,2.5,7,0,False,0.0,0.915,351.51,,,,,
CAT,2025-05-27,CAT250627P00310000,CAT,2025-06-27 16:00:00 -04:00,put,310,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.98,14,1.285,1.59,30,2.01,7,6,False,0.0,1.285,351.51,,,,,
CAT,2025-05-27,CAT250627P00315000,CAT,2025-06-27 16:00:00 -04:00,put,315,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,1.27,26,1.53,1.79,18,1.54,31,3,False,0.0,1.53,351.51,,,,,
CAT,2025-05-27,CAT250627P00320000,CAT,2025-06-27 16:00:00 -04:00,put,320,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,1.67,5,1.99,2.31,7,1.95,23,4,False,0.0,1.99,351.51,,,,,
CAT,2025-05-27,CAT250627P00325000,CAT,2025-06-27 16:00:00 -04:00,put,325,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,2.21,18,2.455,2.7,6,2.24,12,1,False,0.0,2.455,351.51,,,,,
CAT,2025-05-27,CAT250627P00330000,CAT,2025-06-27 16:00:00 -04:00,put,330,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,2.93,25,3.165,3.4,5,3.25,16,11,False,0.0,3.165,351.51,,,,,
CAT,2025-05-27,CAT250627P00335000,CAT,2025-06-27 16:00:00 -04:00,put,335,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,3.25,20,3.825,4.4,14,3.9,10,6,False,0.0,3.825,351.51,,,,,
CAT,2025-05-27,CAT250627P00340000,CAT,2025-06-27 16:00:00 -04:00,put,340,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,4.8,14,5.25,5.7,12,5.27,20,7,False,0.0,5.25,351.51,,,,,
CAT,2025-05-27,CAT250627P00345000,CAT,2025-06-27 16:00:00 -04:00,put,345,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,6.7,13,7.05,7.4,18,6.33,25,1,False,0.0,7.05,351.51,,,,,
CAT,2025-05-27,CAT250627P00350000,CAT,2025-06-27 16:00:00 -04:00,put,350,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,8.7,1,9.1,9.5,12,9.0,30,4,False,0.0,9.1,351.51,,,,,
CAT,2025-05-27,CAT250627P00355000,CAT,2025-06-27 16:00:00 -04:00,put,355,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,10.9,9,11.325,11.75,15,11.14,31,1,True,3.49,7.835,351.51,,,,,
CAT,2025-05-27,CAT250627P00360000,CAT,2025-06-27 16:00:00 -04:00,put,360,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,13.4,19,14.225,15.05,19,21.0,18,0,True,8.49,5.735,351.51,,,,,
CAT,2025-05-27,CAT250627P00365000,CAT,2025-06-27 16:00:00 -04:00,put,365,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,16.7,12,17.475,18.25,24,24.65,25,0,True,13.49,3.985,351.51,,,,,
CAT,2025-05-27,CAT250627P00370000,CAT,2025-06-27 16:00:00 -04:00,put,370,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,20.15,16,20.9,21.65,19,0.0,0,0,True,18.49,2.41,351.51,,,,,
CAT,2025-05-27,CAT250627P00375000,CAT,2025-06-27 16:00:00 -04:00,put,375,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,24.0,20,25.025,26.05,24,0.0,0,0,True,23.49,1.535,351.51,,,,,
CAT,2025-05-27,CAT250627P00380000,CAT,2025-06-27 16:00:00 -04:00,put,380,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,28.4,19,29.3,30.2,19,0.0,0,0,True,28.49,0.81,351.51,,,,,
CAT,2025-05-27,CAT250627P00385000,CAT,2025-06-27 16:00:00 -04:00,put,385,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,32.15,19,34.0,35.85,16,0.0,0,0,True,33.49,0.51,351.51,,,,,
CAT,2025-05-27,CAT250627P00390000,CAT,2025-06-27 16:00:00 -04:00,put,390,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,36.95,17,38.85,40.75,16,0.0,0,0,True,38.49,0.36,351.51,,,,,
