ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid
AAPL,2025-10-27,AAPL260417C00220000,AAPL,2026-04-17 20:00:00,call,220,2025-08-14 13:30:00,172,2025-10-27 20:00:00,56.5,14,56.775,57.05,43,56.15,251,10,True,48.81,7.965,268.81,False
AAPL,2025-10-27,AAPL260417C00225000,AAPL,2026-04-17 20:00:00,call,225,2025-08-14 13:30:00,172,2025-10-27 20:00:00,51.85,20,52.35,52.85,21,49.83,715,18,True,43.81,8.54,268.81,False
AAPL,2025-10-27,AAPL260417C00230000,AAPL,2026-04-17 20:00:00,call,230,2025-08-14 13:30:00,172,2025-10-27 20:00:00,47.75,20,48.2,48.65,20,45.61,454,17,True,38.81,9.39,268.81,False
AAPL,2025-10-27,AAPL260417C00235000,AAPL,2026-04-17 20:00:00,call,235,2025-08-14 13:30:00,172,2025-10-27 20:00:00,44.1,17,44.4,44.7,26,42.96,696,40,True,33.81,10.59,268.81,False
AAPL,2025-10-27,AAPL260417C00240000,AAPL,2026-04-17 20:00:00,call,240,2025-08-14 13:30:00,172,2025-10-27 20:00:00,40.25,14,40.525,40.8,28,40.59,959,66,True,28.81,11.715,268.81,False
AAPL,2025-10-27,AAPL260417C00245000,AAPL,2026-04-17 20:00:00,call,245,2025-08-14 13:30:00,172,2025-10-27 20:00:00,36.5,19,36.8,37.1,26,35.12,395,57,True,23.81,12.99,268.81,False
AAPL,2025-10-27,AAPL260417C00250000,AAPL,2026-04-17 20:00:00,call,250,2025-08-14 13:30:00,172,2025-10-27 20:00:00,32.95,15,33.25,33.55,18,30.86,1281,62,True,18.81,14.44,268.81,False
AAPL,2025-10-27,AAPL260417C00255000,AAPL,2026-04-17 20:00:00,call,255,2025-08-14 13:30:00,172,2025-10-27 20:00:00,29.6,16,29.825,30.05,29,28.99,654,51,True,13.81,16.015,268.81,False
AAPL,2025-10-27,AAPL260417C00260000,AAPL,2026-04-17 20:00:00,call,260,2025-08-14 13:30:00,172,2025-10-27 20:00:00,26.35,7,26.625,26.9,14,26.4,3982,382,True,8.81,17.815,268.81,False
AAPL,2025-10-27,AAPL260417C00265000,AAPL,2026-04-17 20:00:00,call,265,2025-08-14 13:30:00,172,2025-10-27 20:00:00,23.35,3,23.675,24.0,40,23.55,1095,151,True,3.81,19.865,268.81,False
AAPL,2025-10-27,AAPL260417C00270000,AAPL,2026-04-17 20:00:00,call,270,2025-08-14 13:30:00,172,2025-10-27 20:00:00,20.55,13,20.675,20.8,21,20.8,2349,493,False,0.0,20.675,268.81,False
AAPL,2025-10-27,AAPL260417C00275000,AAPL,2026-04-17 20:00:00,call,275,2025-08-14 13:30:00,172,2025-10-27 20:00:00,18.05,13,18.2,18.35,14,17.65,2062,678,False,0.0,18.2,268.81,False
AAPL,2025-10-27,AAPL260417C00280000,AAPL,2026-04-17 20:00:00,call,280,2025-08-14 13:30:00,172,2025-10-27 20:00:00,15.7,61,15.85,16.0,23,15.2,1996,228,False,0.0,15.85,268.81,False
AAPL,2025-10-27,AAPL260417C00285000,AAPL,2026-04-17 20:00:00,call,285,2025-08-14 13:30:00,172,2025-10-27 20:00:00,13.4,24,13.575,13.75,28,13.51,2102,170,False,0.0,13.575,268.81,False
AAPL,2025-10-27,AAPL260417C00290000,AAPL,2026-04-17 20:00:00,call,290,2025-08-14 13:30:00,172,2025-10-27 20:00:00,11.65,18,11.75,11.85,40,11.12,3307,141,False,0.0,11.75,268.81,False
AAPL,2025-10-27,AAPL260417C00295000,AAPL,2026-04-17 20:00:00,call,295,2025-08-14 13:30:00,172,2025-10-27 20:00:00,10.0,24,10.075,10.15,54,9.89,726,93,False,0.0,10.075,268.81,False
AAPL,2025-10-27,AAPL260417C00300000,AAPL,2026-04-17 20:00:00,call,300,2025-08-14 13:30:00,172,2025-10-27 20:00:00,8.55,11,8.6,8.65,51,8.7,1685,244,False,0.0,8.6,268.81,False
AAPL,2025-10-27,AAPL260417C00305000,AAPL,2026-04-17 20:00:00,call,305,2025-08-14 13:30:00,172,2025-10-27 20:00:00,7.25,18,7.3,7.35,29,7.35,5706,32,False,0.0,7.3,268.81,False
AAPL,2025-10-27,AAPL260417C00310000,AAPL,2026-04-17 20:00:00,call,310,2025-08-14 13:30:00,172,2025-10-27 20:00:00,6.1,25,6.175,6.25,49,6.27,736,315,False,0.0,6.175,268.81,False
AAPL,2025-10-27,AAPL260417C00315000,AAPL,2026-04-17 20:00:00,call,315,2025-08-14 13:30:00,172,2025-10-27 20:00:00,5.15,40,5.225,5.3,79,4.85,295,28,False,0.0,5.225,268.81,False
AAPL,2025-10-27,AAPL260417P00220000,AAPL,2026-04-17 20:00:00,put,220,2025-08-14 13:30:00,172,2025-10-27 20:00:00,3.85,41,3.9,3.95,78,4.0,1031,194,False,0.0,3.9,268.81,False
AAPL,2025-10-27,AAPL260417P00225000,AAPL,2026-04-17 20:00:00,put,225,2025-08-14 13:30:00,172,2025-10-27 20:00:00,4.5,40,4.55,4.6,30,4.75,6603,31,False,0.0,4.55,268.81,False
AAPL,2025-10-27,AAPL260417P00230000,AAPL,2026-04-17 20:00:00,put,230,2025-08-14 13:30:00,172,2025-10-27 20:00:00,5.3,35,5.35,5.4,44,5.55,1650,39,False,0.0,5.35,268.81,False
AAPL,2025-10-27,AAPL260417P00235000,AAPL,2026-04-17 20:00:00,put,235,2025-08-14 13:30:00,172,2025-10-27 20:00:00,6.2,31,6.25,6.3,13,6.65,1777,8,False,0.0,6.25,268.81,False
AAPL,2025-10-27,AAPL260417P00240000,AAPL,2026-04-17 20:00:00,put,240,2025-08-14 13:30:00,172,2025-10-27 20:00:00,7.25,17,7.325,7.4,6,7.55,1915,224,False,0.0,7.325,268.81,False
