ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega,is_illiquid
AAPL,2025-11-03,AAPL251107C00245000,AAPL,2025-11-07 21:00:00,call,245.0,2025-09-25 13:30:00,4,2025-11-03 21:00:00,23.45,280,24.025,24.6,37,24.0,2178,40,True,24.05,0.025,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00247500,AAPL,2025-11-07 21:00:00,call,247.5,2025-10-20 13:30:00,4,2025-11-03 21:00:00,21.0,291,21.775,22.55,199,20.11,214,2,True,21.55,0.225,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00250000,AAPL,2025-11-07 21:00:00,call,250.0,2025-09-25 13:30:00,4,2025-11-03 21:00:00,18.8,128,19.2,19.6,36,19.25,2086,393,True,19.05,0.15,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00252500,AAPL,2025-11-07 21:00:00,call,252.5,2025-10-20 13:30:00,4,2025-11-03 21:00:00,16.5,12,16.8,17.1,16,15.64,474,175,True,16.55,0.25,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00255000,AAPL,2025-11-07 21:00:00,call,255.0,2025-09-25 13:30:00,4,2025-11-03 21:00:00,14.1,18,14.375,14.65,16,13.25,1794,397,True,14.05,0.325,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00257500,AAPL,2025-11-07 21:00:00,call,257.5,2025-10-20 13:30:00,4,2025-11-03 21:00:00,11.8,6,12.05,12.3,21,11.65,18431,1072,True,11.55,0.5,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00260000,AAPL,2025-11-07 21:00:00,call,260.0,2025-09-25 13:30:00,4,2025-11-03 21:00:00,9.5,7,9.725,9.95,40,9.67,4924,4081,True,9.05,0.675,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00262500,AAPL,2025-11-07 21:00:00,call,262.5,2025-10-20 13:30:00,4,2025-11-03 21:00:00,7.3,4,7.475,7.65,36,7.47,2116,1405,True,6.55,0.925,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00265000,AAPL,2025-11-07 21:00:00,call,265.0,2025-09-25 13:30:00,4,2025-11-03 21:00:00,5.4,4,5.5,5.6,1,5.41,5425,7393,True,4.05,1.45,269.05,,,,,,False
AAPL,2025-11-03,AAPL251107C00267500,AAPL,2025-11-07 21:00:00,call,267.5,2025-10-20 13:30:00,4,2025-11-03 21:00:00,3.7,10,3.75,3.8,1,3.65,3759,19229,True,1.55,2.2,269.05,,,,,,False
