ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid
AMZN,2025-04-01,AMZN250620C00145000,AMZN,2025-06-20 20:00:00,call,145,2023-01-25 14:30:00,80,2025-04-01 20:00:00,49.65,25,49.825,50.0,12,49.29,1775,42,True,47.17,2.655,192.17,False
AMZN,2025-04-01,AMZN250620C00150000,AMZN,2025-06-20 20:00:00,call,150,2023-01-30 14:30:00,80,2025-04-01 20:00:00,45.1,10,45.3,45.5,31,45.23,5095,35,True,42.17,3.13,192.17,False
AMZN,2025-04-01,AMZN250620C00155000,AMZN,2025-06-20 20:00:00,call,155,2023-02-03 14:30:00,80,2025-04-01 20:00:00,40.55,20,40.75,40.95,8,41.36,1696,6,True,37.17,3.58,192.17,False
AMZN,2025-04-01,AMZN250620C00160000,AMZN,2025-06-20 20:00:00,call,160,2023-02-03 14:30:00,80,2025-04-01 20:00:00,36.2,94,36.325,36.45,75,35.3,5420,2,True,32.17,4.155,192.17,False
AMZN,2025-04-01,AMZN250620C00165000,AMZN,2025-06-20 20:00:00,call,165,2023-02-03 14:30:00,80,2025-04-01 20:00:00,31.95,20,32.075,32.2,9,31.7,2788,45,True,27.17,4.905,192.17,False
AMZN,2025-04-01,AMZN250620C00170000,AMZN,2025-06-20 20:00:00,call,170,2023-02-03 14:30:00,80,2025-04-01 20:00:00,28.0,50,28.075,28.15,59,27.7,9658,50,True,22.17,5.905,192.17,False
AMZN,2025-04-01,AMZN250620C00175000,AMZN,2025-06-20 20:00:00,call,175,2023-05-19 13:30:00,80,2025-04-01 20:00:00,24.2,26,24.275,24.35,45,24.15,6085,18,True,17.17,7.105,192.17,False
AMZN,2025-04-01,AMZN250620C00180000,AMZN,2025-06-20 20:00:00,call,180,2023-05-31 13:30:00,80,2025-04-01 20:00:00,20.65,30,20.725,20.8,43,20.7,18778,4382,True,12.17,8.555,192.17,False
AMZN,2025-04-01,AMZN250620C00185000,AMZN,2025-06-20 20:00:00,call,185,2023-06-07 13:30:00,80,2025-04-01 20:00:00,17.35,121,17.425,17.5,18,17.31,5088,144,True,7.17,10.255,192.17,False
AMZN,2025-04-01,AMZN250620C00190000,AMZN,2025-06-20 20:00:00,call,190,2023-06-27 13:30:00,80,2025-04-01 20:00:00,14.4,20,14.45,14.5,31,14.4,7861,896,True,2.17,12.28,192.17,False
AMZN,2025-04-01,AMZN250620C00195000,AMZN,2025-06-20 20:00:00,call,195,2023-06-27 13:30:00,80,2025-04-01 20:00:00,11.7,31,11.75,11.8,75,11.72,3340,645,False,0.0,11.75,192.17,False
AMZN,2025-04-01,AMZN250620C00200000,AMZN,2025-06-20 20:00:00,call,200,2023-07-14 13:30:00,80,2025-04-01 20:00:00,9.3,76,9.375,9.45,118,9.38,15041,1655,False,0.0,9.375,192.17,False
AMZN,2025-04-01,AMZN250620C00205000,AMZN,2025-06-20 20:00:00,call,205,2023-12-22 14:30:00,80,2025-04-01 20:00:00,7.3,21,7.35,7.4,100,7.3,8165,1236,False,0.0,7.35,192.17,False
AMZN,2025-04-01,AMZN250620C00210000,AMZN,2025-06-20 20:00:00,call,210,2023-08-08 13:30:00,80,2025-04-01 20:00:00,5.55,167,5.6,5.65,33,5.6,12119,2436,False,0.0,5.6,192.17,False
AMZN,2025-04-01,AMZN250620C00215000,AMZN,2025-06-20 20:00:00,call,215,2023-12-22 14:30:00,80,2025-04-01 20:00:00,4.15,371,4.2,4.25,34,4.15,15234,7397,False,0.0,4.2,192.17,False
AMZN,2025-04-01,AMZN250620C00220000,AMZN,2025-06-20 20:00:00,call,220,2023-11-15 14:30:00,80,2025-04-01 20:00:00,3.1,86,3.15,3.2,370,3.15,46589,3891,False,0.0,3.15,192.17,False
AMZN,2025-04-01,AMZN250620C00225000,AMZN,2025-06-20 20:00:00,call,225,2023-12-22 14:30:00,80,2025-04-01 20:00:00,2.27,14,2.295,2.32,75,2.35,25462,373,False,0.0,2.295,192.17,False
AMZN,2025-04-01,AMZN250620C00230000,AMZN,2025-06-20 20:00:00,call,230,2023-12-22 14:30:00,80,2025-04-01 20:00:00,1.66,26,1.675,1.69,13,1.68,14058,1116,False,0.0,1.675,192.17,False
AMZN,2025-04-01,AMZN250620C00235000,AMZN,2025-06-20 20:00:00,call,235,2024-01-26 14:30:00,80,2025-04-01 20:00:00,1.21,6,1.225,1.24,41,1.21,8738,925,False,0.0,1.225,192.17,False
AMZN,2025-04-01,AMZN250620C00240000,AMZN,2025-06-20 20:00:00,call,240,2024-01-31 14:30:00,80,2025-04-01 20:00:00,0.89,41,0.9,0.91,23,0.89,11264,1163,False,0.0,0.9,192.17,False
AMZN,2025-04-01,AMZN250620P00145000,AMZN,2025-06-20 20:00:00,put,145,2023-01-25 14:30:00,80,2025-04-01 20:00:00,1.14,41,1.155,1.17,61,1.2,5627,24,False,0.0,1.155,192.17,False
AMZN,2025-04-01,AMZN250620P00150000,AMZN,2025-06-20 20:00:00,put,150,2023-01-30 14:30:00,80,2025-04-01 20:00:00,1.47,28,1.485,1.5,23,1.55,12813,68,False,0.0,1.485,192.17,False
AMZN,2025-04-01,AMZN250620P00155000,AMZN,2025-06-20 20:00:00,put,155,2023-02-03 14:30:00,80,2025-04-01 20:00:00,1.9,54,1.92,1.94,17,2.03,6349,36,False,0.0,1.92,192.17,False
AMZN,2025-04-01,AMZN250620P00160000,AMZN,2025-06-20 20:00:00,put,160,2023-02-03 14:30:00,80,2025-04-01 20:00:00,2.47,32,2.49,2.51,9,2.49,15553,216,False,0.0,2.49,192.17,False
AMZN,2025-04-01,AMZN250620P00165000,AMZN,2025-06-20 20:00:00,put,165,2023-02-03 14:30:00,80,2025-04-01 20:00:00,3.2,186,3.25,3.3,4,3.35,11336,79,False,0.0,3.25,192.17,False
AMZN,2025-04-01,AMZN250620P00170000,AMZN,2025-06-20 20:00:00,put,170,2023-02-03 14:30:00,80,2025-04-01 20:00:00,4.1,338,4.15,4.2,115,4.19,15699,2658,False,0.0,4.15,192.17,False
AMZN,2025-04-01,AMZN250620P00175000,AMZN,2025-06-20 20:00:00,put,175,2023-05-19 13:30:00,80,2025-04-01 20:00:00,5.3,30,5.35,5.4,64,5.34,9701,274,False,0.0,5.35,192.17,False
AMZN,2025-04-01,AMZN250620P00180000,AMZN,2025-06-20 20:00:00,put,180,2023-05-31 13:30:00,80,2025-04-01 20:00:00,6.7,44,6.75,6.8,62,6.79,18705,3133,False,0.0,6.75,192.17,False
