ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
CAT,2025-04-07,CAT250509C00210000,CAT,2025-05-09 16:00:00 -04:00,call,210,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,69.5,6,71.175,72.85,5,0.0,0,0,True,70.06,1.115,280.06,,,,,
CAT,2025-04-07,CAT250509C00220000,CAT,2025-05-09 16:00:00 -04:00,call,220,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,60.5,5,62.1,63.7,5,0.0,0,0,True,60.06,2.04,280.06,,,,,
CAT,2025-04-07,CAT250509C00230000,CAT,2025-05-09 16:00:00 -04:00,call,230,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,51.5,5,53.125,54.75,5,0.0,0,0,True,50.06,3.065,280.06,,,,,
CAT,2025-04-07,CAT250509C00240000,CAT,2025-05-09 16:00:00 -04:00,call,240,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,43.5,5,45.075,46.65,5,0.0,0,0,True,40.06,5.015,280.06,,,,,
CAT,2025-04-07,CAT250509C00245000,CAT,2025-05-09 16:00:00 -04:00,call,245,2025-04-04 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,39.5,5,41.175,42.85,5,0.0,0,0,True,35.06,6.115,280.06,,,,,
CAT,2025-04-07,CAT250509C00250000,CAT,2025-05-09 16:00:00 -04:00,call,250,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,35.5,2,37.5,39.5,1,0.0,0,0,True,30.06,7.44,280.06,,,,,
CAT,2025-04-07,CAT250509C00255000,CAT,2025-05-09 16:00:00 -04:00,call,255,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,32.0,3,33.8,35.6,6,0.0,0,0,True,25.06,8.74,280.06,,,,,
CAT,2025-04-07,CAT250509C00260000,CAT,2025-05-09 16:00:00 -04:00,call,260,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,29.05,5,30.25,31.45,5,0.0,0,0,True,20.06,10.19,280.06,,,,,
CAT,2025-04-07,CAT250509C00265000,CAT,2025-05-09 16:00:00 -04:00,call,265,2025-03-28 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,25.0,8,26.8,28.6,5,25.2,1,1,True,15.06,11.74,280.06,,,,,
CAT,2025-04-07,CAT250509C00270000,CAT,2025-05-09 16:00:00 -04:00,call,270,2025-03-27 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,22.35,5,23.5,24.65,6,26.92,0,20,True,10.06,13.44,280.06,,,,,
CAT,2025-04-07,CAT250509C00275000,CAT,2025-05-09 16:00:00 -04:00,call,275,2025-03-27 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,18.7,5,20.375,22.05,6,20.0,1,3,True,5.06,15.315,280.06,,,,,
CAT,2025-04-07,CAT250509C00280000,CAT,2025-05-09 16:00:00 -04:00,call,280,2025-03-27 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,16.1,6,17.9,19.7,6,22.0,3,0,True,0.06,17.84,280.06,,,,,
CAT,2025-04-07,CAT250509C00285000,CAT,2025-05-09 16:00:00 -04:00,call,285,2025-03-27 09:30:00 -04:00,32,2025-04-07 16:00:00 -04:00,14.1,8,15.375,16.65,5,15.27,0,6,False,0.0,15.375,280.06,,,,,
