ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
NVDA,2025-12-01,NVDA260102C00130000,NVDA,2026-01-02 16:00:00 -05:00,call,130,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,50.45,38,51.325,52.2,101,50.55,46,10,True,49.92,1.405,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00135000,NVDA,2026-01-02 16:00:00 -05:00,call,135,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,45.55,33,45.9,46.25,8,45.65,59,5,True,44.92,0.98,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00140000,NVDA,2026-01-02 16:00:00 -05:00,call,140,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,40.7,30,41.625,42.55,100,40.95,177,4,True,39.92,1.705,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00145000,NVDA,2026-01-02 16:00:00 -05:00,call,145,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,35.95,27,36.825,37.7,100,35.5,91,8,True,34.92,1.905,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00150000,NVDA,2026-01-02 16:00:00 -05:00,call,150,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,31.3,29,31.6,31.9,21,31.45,2199,105,True,29.92,1.68,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00155000,NVDA,2026-01-02 16:00:00 -05:00,call,155,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,26.8,35,27.05,27.3,17,26.1,197,5,True,24.92,2.13,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00160000,NVDA,2026-01-02 16:00:00 -05:00,call,160,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,22.5,5,22.725,22.95,5,22.27,731,234,True,19.92,2.805,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00165000,NVDA,2026-01-02 16:00:00 -05:00,call,165,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,18.5,17,18.675,18.85,10,18.26,594,321,True,14.92,3.755,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00170000,NVDA,2026-01-02 16:00:00 -05:00,call,170,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,14.85,19,14.925,15.0,2,14.7,1554,389,True,9.92,5.005,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00175000,NVDA,2026-01-02 16:00:00 -05:00,call,175,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,11.55,5,11.625,11.7,5,11.46,2740,1107,True,4.92,6.705,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00180000,NVDA,2026-01-02 16:00:00 -05:00,call,180,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,8.7,1,8.75,8.8,2,8.71,5155,2369,False,0.0,8.75,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00185000,NVDA,2026-01-02 16:00:00 -05:00,call,185,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,6.3,68,6.35,6.4,1,6.35,4010,1434,False,0.0,6.35,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00190000,NVDA,2026-01-02 16:00:00 -05:00,call,190,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,4.45,5,4.5,4.55,25,4.3,3387,2018,False,0.0,4.5,179.92,,,,,
NVDA,2025-12-01,NVDA260102C00195000,NVDA,2026-01-02 16:00:00 -05:00,call,195,2025-11-13 09:30:00 -05:00,32,2025-12-01 16:00:00 -05:00,3.05,2,3.075,3.1,3,3.05,4798,1661,False,0.0,3.075,179.92,,,,,
