ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid,spread,relative_spread,moneyness,moneyness_pct,moneyness_cat,phase,days_from_apr2
NVDA,2025-07-14,NVDA250815C00110000,NVDA,2025-08-15 20:00:00,call,110,2024-08-05 13:30:00,32,2025-07-14 20:00:00,54.3,78,54.8,55.3,108,54.92,22539,46,True,54.07,0.73,164.07,False,1.0,0.018248175182481754,0.6704455415371489,-32.95544584628512,ITM,3,103
NVDA,2025-07-14,NVDA250815C00115000,NVDA,2025-08-15 20:00:00,call,115,2024-08-05 13:30:00,32,2025-07-14 20:00:00,49.5,28,49.8,50.1,47,50.0,28982,40,True,49.07,0.73,164.07,False,0.6000000000000014,0.012048192771084366,0.7009203388797465,-29.907966112025353,ITM,3,103
NVDA,2025-07-14,NVDA250815C00120000,NVDA,2025-08-15 20:00:00,call,120,2024-08-05 13:30:00,32,2025-07-14 20:00:00,44.1,142,44.625,45.15,39,45.15,18548,108,True,44.07,0.555,164.07,False,1.0499999999999972,0.02352941176470582,0.7313951362223442,-26.860486377765586,ITM,3,103
NVDA,2025-07-14,NVDA250815C00125000,NVDA,2025-08-15 20:00:00,call,125,2024-08-05 13:30:00,32,2025-07-14 20:00:00,39.75,1,40.025,40.3,39,40.0,26564,322,True,39.07,0.955,164.07,False,0.5499999999999972,0.013741411617738843,0.7618699335649418,-23.81300664350582,ITM,3,103
NVDA,2025-07-14,NVDA250815C00130000,NVDA,2025-08-15 20:00:00,call,130,2024-08-05 13:30:00,32,2025-07-14 20:00:00,34.85,27,35.075,35.3,26,35.4,22476,390,True,34.07,1.005,164.07,False,0.44999999999999574,0.012829650748396171,0.7923447309075395,-20.765526909246052,ITM,3,103
NVDA,2025-07-14,NVDA250815C00135000,NVDA,2025-08-15 20:00:00,call,135,2024-08-05 13:30:00,32,2025-07-14 20:00:00,30.05,85,30.275,30.5,59,30.47,18508,247,True,29.07,1.205,164.07,False,0.4499999999999993,0.014863748967795187,0.8228195282501372,-17.718047174986282,ITM,3,103
NVDA,2025-07-14,NVDA250815C00140000,NVDA,2025-08-15 20:00:00,call,140,2024-08-05 13:30:00,32,2025-07-14 20:00:00,25.45,10,25.775,26.1,93,25.65,41958,387,True,24.07,1.705,164.07,False,0.6500000000000021,0.025218234723569433,0.8532943255927349,-14.670567440726515,ITM,3,103
NVDA,2025-07-14,NVDA250815C00145000,NVDA,2025-08-15 20:00:00,call,145,2024-08-05 13:30:00,32,2025-07-14 20:00:00,21.05,24,21.15,21.25,33,21.15,26554,435,True,19.07,2.08,164.07,False,0.1999999999999993,0.009456264775413678,0.8837691229353325,-11.623087706466748,ITM,3,103
NVDA,2025-07-14,NVDA250815C00150000,NVDA,2025-08-15 20:00:00,call,150,2024-08-05 13:30:00,32,2025-07-14 20:00:00,16.85,111,16.925,17.0,30,16.94,54163,1326,True,14.07,2.855,164.07,False,0.14999999999999858,0.00886262924667643,0.9142439202779302,-8.575607972206981,ITM,3,103
NVDA,2025-07-14,NVDA250815C00155000,NVDA,2025-08-15 20:00:00,call,155,2024-08-05 13:30:00,32,2025-07-14 20:00:00,13.0,12,13.05,13.1,30,13.1,51515,3383,True,9.07,3.98,164.07,False,0.09999999999999964,0.007662835249042118,0.9447187176205278,-5.528128237947214,ITM,3,103
NVDA,2025-07-14,NVDA250815C00160000,NVDA,2025-08-15 20:00:00,call,160,2024-08-05 13:30:00,32,2025-07-14 20:00:00,9.6,10,9.65,9.7,169,9.64,71057,5067,True,4.07,5.58,164.07,False,0.09999999999999964,0.010362694300518097,0.9751935149631256,-2.4806485036874464,ATM,3,103
