ticker,date,open,high,low,close,volume,log_return
NVDA,2025-08-22,172.58,178.56,171.17,177.96,172789427,0.017058587124144025
NVDA,2025-08-25,178.32,181.88,176.54,179.78,163012789,0.01017507520741219
NVDA,2025-08-26,180.03,182.36,178.78,181.74,168688186,0.010843213121947672
NVDA,2025-08-27,181.95,182.46,179.07,181.57,235518949,-0.0009358399846254326
NVDA,2025-08-28,180.79,184.44,176.38,180.14,281787824,-0.007906927926978898
NVDA,2025-08-29,178.08,178.12,173.12,174.15,243257873,-0.03381732954358645
NVDA,2025-09-02,169.97,172.35,167.19,170.75,231164853,-0.019716498361110817
NVDA,2025-09-03,171.03,172.38,168.85,170.59,164424873,-0.000937481758471296
NVDA,2025-09-04,170.54,171.83,169.38,171.63,141670144,0.006077980256118869
NVDA,2025-09-05,168.0,169.0,164.04,166.99,224441435,-0.02740706656420597
NVDA,2025-09-08,167.52,170.93,167.32,168.28,163769133,0.007695328337979067
NVDA,2025-09-09,169.06,170.95,166.71,170.73,157548392,0.014454102560822073
NVDA,2025-09-10,176.61,179.26,175.44,177.3,226852020,0.03775985179702009
NVDA,2025-09-11,179.66,180.26,176.46,177.15,151159274,-0.0008463817686811865
NVDA,2025-09-12,177.75,178.58,176.43,177.8,124911026,0.0036624917683232743
NVDA,2025-09-15,175.65,178.83,174.49,177.73,147061559,-0.00039377830790400834
NVDA,2025-09-16,176.98,177.48,174.36,174.86,140737775,-0.016279891019155335
NVDA,2025-09-17,172.62,173.18,168.39,170.27,211843817,-0.02660024132019239
NVDA,2025-09-18,173.96,177.08,172.94,176.22,191763313,0.034347802006031165
NVDA,2025-09-19,175.75,178.06,175.16,176.65,237182143,0.0024371593665706145
NVDA,2025-09-22,175.28,184.53,174.69,183.59,269637001,0.03853463666695994
NVDA,2025-09-23,181.95,182.4,176.19,178.41,192559552,-0.028620738085502233
NVDA,2025-09-24,179.75,179.76,175.38,176.95,143564116,-0.008217065595139713
NVDA,2025-09-25,174.46,180.24,173.11,177.67,191586733,0.004060690256342208
NVDA,2025-09-26,178.15,179.75,174.91,178.17,148573732,0.0028102536480638252
NVDA,2025-09-29,180.41,183.98,180.3,181.83,193063455,0.020334033935424926
NVDA,2025-09-30,182.06,187.33,181.46,186.56,236981032,0.025680718530824154
NVDA,2025-10-01,185.22,188.12,183.88,187.22,173844901,0.003531492781470938
NVDA,2025-10-02,189.58,191.03,188.04,188.87,136805821,0.008774551764156131
NVDA,2025-10-03,189.17,190.34,185.36,187.6,137596896,-0.006746911135630503
NVDA,2025-10-06,185.48,187.21,183.31,185.52,157678104,-0.01114934362484801
NVDA,2025-10-07,186.21,189.04,183.98,185.02,140088008,-0.002698765604103672
NVDA,2025-10-08,186.55,189.58,186.52,189.09,130168861,0.02175916484995576
NVDA,2025-10-09,192.2,195.28,191.04,192.55,182997234,0.018132768067789493
NVDA,2025-10-10,193.48,195.6,182.03,183.14,268774359,-0.05010497258133196
NVDA,2025-10-13,187.94,190.09,185.94,188.3,153482755,0.027785547983520835
NVDA,2025-10-14,184.75,184.78,179.68,180.01,205641380,-0.04502403076049368
NVDA,2025-10-15,184.78,184.85,177.27,179.81,214450482,-0.0011116670590668384
NVDA,2025-10-16,182.21,183.26,179.75,181.79,179723309,0.010951436886424035
NVDA,2025-10-17,180.16,184.08,179.73,183.2,173135217,0.007726277510059409
NVDA,2025-10-20,183.11,185.18,181.71,182.62,128544711,-0.003170961051835707
NVDA,2025-10-21,182.76,182.76,179.78,181.14,124240168,-0.008137278241391705
NVDA,2025-10-22,181.12,183.42,176.74,180.26,162249552,-0.004869959818538671
NVDA,2025-10-23,180.4,183.01,179.77,182.14,111363718,0.01037536901140867
NVDA,2025-10-24,183.81,187.45,183.48,186.24,131296677,0.022260542403400696
NVDA,2025-10-27,189.97,191.98,188.41,191.47,153452704,0.027694973842040702
NVDA,2025-10-28,193.03,203.13,191.89,201.01,297986180,0.04862351968019098
NVDA,2025-10-29,207.96,212.17,204.75,207.02,308829564,0.02946074889029952
NVDA,2025-10-30,205.13,206.14,201.39,202.87,178864443,-0.020250027142366116
NVDA,2025-10-31,206.43,207.95,202.05,202.47,179802178,-0.001973652389813235
NVDA,2025-11-03,208.06,211.31,205.54,206.86,180267285,0.021450508526232776
NVDA,2025-11-04,202.98,203.95,197.91,198.67,188919320,-0.04039707916968556
NVDA,2025-11-05,198.75,202.9,194.63,195.19,171350332,-0.01767171362145274
NVDA,2025-11-06,196.4,197.6,186.36,188.06,223029778,-0.03721238230958845
NVDA,2025-11-07,184.88,188.3,178.89,188.13,264942255,0.0003721523741082332
NVDA,2025-11-10,195.09,199.92,193.77,199.03,198897134,0.056322353908090046
NVDA,2025-11-11,195.13,195.4,191.28,193.14,176483327,-0.030040252592357354
NVDA,2025-11-12,195.7,195.87,191.11,193.78,154935263,0.003308180418086447
NVDA,2025-11-13,191.03,191.42,183.83,186.84,207423074,-0.03647085932295076
NVDA,2025-11-14,182.84,190.99,180.56,190.15,186591856,0.017560598740361373
NVDA,2025-11-17,185.94,188.98,184.3,186.58,173628858,-0.0189531328414537
NVDA,2025-11-18,183.35,184.78,179.63,181.34,213598877,-0.02848637931490496
NVDA,2025-11-19,184.77,187.83,182.81,186.5,247246436,0.02805751686596024
NVDA,2025-11-20,195.93,195.98,179.83,180.62,343504849,-0.03203586226121746
NVDA,2025-11-21,181.22,184.54,172.91,178.86,346926153,-0.009791999904617538
NVDA,2025-11-24,179.47,183.48,176.46,182.53,256618335,0.02031116615665773
NVDA,2025-11-25,174.89,178.14,169.53,177.8,320600271,-0.02625521999488857
NVDA,2025-11-26,181.61,182.89,178.22,180.24,183852010,0.013629973044184868
NVDA,2025-11-28,178.99,179.27,176.48,176.98,121332776,-0.01825256428478494
NVDA,2025-12-01,174.74,180.28,173.66,179.9,188130955,0.016364409117283436
NVDA,2025-12-02,181.74,185.64,179.98,181.44,182632230,0.0085238795828998
NVDA,2025-12-03,181.06,182.43,179.09,179.57,165138023,-0.010359916485580834
NVDA,2025-12-04,181.61,184.51,179.95,183.37,167364857,0.02094086550726679
NVDA,2025-12-05,183.88,184.65,180.9,182.4,143971098,-0.005303891920842128
NVDA,2025-12-08,182.63,187.99,182.39,185.54,204378106,0.017068414584894387
NVDA,2025-12-09,185.55,185.71,183.31,184.96,144719705,-0.0031309067411126766
NVDA,2025-12-10,184.95,185.47,182.03,183.77,162785370,-0.006454609776679692
NVDA,2025-12-11,180.27,181.31,176.61,180.92,182136641,-0.0156300310976907
NVDA,2025-12-12,181.1,182.81,174.61,175.01,204274918,-0.0332118294615764
NVDA,2025-12-15,177.93,178.41,175.02,176.28,164775636,0.007230524825720338
NVDA,2025-12-16,176.25,178.48,174.89,177.71,148588098,0.008079368223608822
NVDA,2025-12-17,176.09,176.12,170.3,170.93,222775464,-0.03889889222921822
NVDA,2025-12-18,174.52,176.14,171.81,174.13,176096001,0.01854803072311448
NVDA,2025-12-19,176.66,181.44,176.33,180.98,324925927,0.03858438123169582
NVDA,2025-12-22,183.91,184.15,182.34,183.68,129064369,0.014808585208214615
NVDA,2025-12-23,182.96,189.32,182.89,189.2,174873621,0.029609543486576254
NVDA,2025-12-24,187.93,188.9,186.58,188.6,65528545,-0.003176286418420707
NVDA,2025-12-26,189.91,192.68,187.99,190.52,139740292,0.010128805733302597
NVDA,2025-12-29,187.7,188.74,185.9,188.21,120006103,-0.012198815230187012
NVDA,2025-12-30,188.23,188.98,186.92,187.53,97687274,-0.0036195280906420445
NVDA,2025-12-31,189.56,190.55,186.48,186.49,120100484,-0.005561214268475633
NVDA,2026-01-02,189.82,192.92,188.25,188.84,148240462,0.012522477334730992
NVDA,2026-01-05,191.75,193.62,186.14,188.11,183529733,-0.0038731975731566767
NVDA,2026-01-06,190.51,192.16,186.81,187.23,176862604,-0.004689090490868034
NVDA,2026-01-07,188.56,191.36,186.55,189.1,153543174,0.009938168050350589
NVDA,2026-01-08,189.1,189.54,183.7,185.03,172457048,-0.02175800157078697
NVDA,2026-01-09,185.07,186.33,183.66,184.85,131327534,-0.0009732887109839658
NVDA,2026-01-12,183.21,187.11,183.01,184.93,137968453,0.00043268971414425604
NVDA,2026-01-13,184.98,188.1,183.39,185.8,160128939,0.004693451282952963
NVDA,2026-01-14,184.31,184.45,180.79,183.13,159586135,-0.014474543226880939
NVDA,2026-01-15,186.49,189.69,186.32,187.04,206188642,0.021126214570901084
NVDA,2026-01-16,189.06,190.43,186.07,186.22,187967169,-0.0043937272633745176
