ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
AMZN,2025-03-31,AMZN250919C00145000,AMZN,2025-09-19 16:00:00 -04:00,call,145,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,50.7,19,51.5,52.3,20,51.0,279,9,True,45.26,6.24,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00150000,AMZN,2025-09-19 16:00:00 -04:00,call,150,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,46.65,158,47.275,47.9,18,43.45,443,5,True,40.26,7.015,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00155000,AMZN,2025-09-19 16:00:00 -04:00,call,155,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,42.65,19,43.225,43.8,20,42.6,920,3,True,35.26,7.965,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00160000,AMZN,2025-09-19 16:00:00 -04:00,call,160,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,38.75,108,39.3,39.85,18,39.2,2924,33,True,30.26,9.04,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00165000,AMZN,2025-09-19 16:00:00 -04:00,call,165,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,34.9,124,35.525,36.15,23,32.3,355,7,True,25.26,10.265,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00170000,AMZN,2025-09-19 16:00:00 -04:00,call,170,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,31.35,103,31.95,32.55,21,32.02,431,116,True,20.26,11.69,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00175000,AMZN,2025-09-19 16:00:00 -04:00,call,175,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,28.55,20,28.7,28.85,7,28.57,611,96,True,15.26,13.44,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00180000,AMZN,2025-09-19 16:00:00 -04:00,call,180,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,24.8,87,25.375,25.95,20,26.0,1584,194,True,10.26,15.115,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00185000,AMZN,2025-09-19 16:00:00 -04:00,call,185,2023-10-26 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,21.7,102,22.35,23.0,25,22.8,1357,229,True,5.26,17.09,190.26,,,,,
AMZN,2025-03-31,AMZN250919C00190000,AMZN,2025-09-19 16:00:00 -04:00,call,190,2023-11-01 09:30:00 -04:00,172,2025-03-31 16:00:00 -04:00,19.65,20,19.775,19.9,6,19.96,2239,403,True,0.26,19.515,190.26,,,,,
