ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
NVDA,2025-04-09,NVDA250509C00099000,NVDA,2025-05-09 16:00:00 -04:00,call,99,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,16.95,40,19.2,21.45,1,17.75,348,675,True,15.33,3.87,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00100000,NVDA,2025-05-09 16:00:00 -04:00,call,100,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,16.25,35,17.125,18.0,57,17.0,1033,2351,True,14.33,2.795,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00101000,NVDA,2025-05-09 16:00:00 -04:00,call,101,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,15.3,41,17.925,20.55,61,16.08,349,358,True,13.33,4.595,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00102000,NVDA,2025-05-09 16:00:00 -04:00,call,102,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,14.45,41,16.0,17.55,1,15.08,324,765,True,12.33,3.67,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00103000,NVDA,2025-05-09 16:00:00 -04:00,call,103,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,13.7,41,15.375,17.05,1,14.8,439,317,True,11.33,4.045,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00104000,NVDA,2025-05-09 16:00:00 -04:00,call,104,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,12.9,42,13.7,14.5,4,14.05,416,421,True,10.33,3.37,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00105000,NVDA,2025-05-09 16:00:00 -04:00,call,105,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,12.35,3,13.0,13.65,10,13.25,1720,1018,True,9.33,3.67,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00106000,NVDA,2025-05-09 16:00:00 -04:00,call,106,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,11.45,43,13.225,15.0,30,12.13,437,524,True,8.33,4.895,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00107000,NVDA,2025-05-09 16:00:00 -04:00,call,107,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,8.9,1,11.825,14.75,1,11.55,323,646,True,7.33,4.495,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00108000,NVDA,2025-05-09 16:00:00 -04:00,call,108,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,10.0,43,11.8,13.6,31,11.0,491,786,True,6.33,5.47,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00109000,NVDA,2025-05-09 16:00:00 -04:00,call,109,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,9.65,10,10.25,10.85,10,10.4,405,829,True,5.33,4.92,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00110000,NVDA,2025-05-09 16:00:00 -04:00,call,110,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,7.85,1,8.925,10.0,2,9.59,1822,3715,True,4.33,4.595,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00111000,NVDA,2025-05-09 16:00:00 -04:00,call,111,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,6.4,35,8.2,10.0,10,9.15,364,914,True,3.33,4.87,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00112000,NVDA,2025-05-09 16:00:00 -04:00,call,112,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,7.65,12,9.55,11.45,1,8.3,1166,1769,True,2.33,7.22,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00113000,NVDA,2025-05-09 16:00:00 -04:00,call,113,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,5.15,1,7.575,10.0,10,7.6,555,876,True,1.33,6.245,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00114000,NVDA,2025-05-09 16:00:00 -04:00,call,114,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,5.3,25,6.325,7.35,2,7.24,735,700,True,0.33,5.995,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00115000,NVDA,2025-05-09 16:00:00 -04:00,call,115,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,6.25,21,6.7,7.15,10,6.65,2046,4309,False,0.0,6.7,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00116000,NVDA,2025-05-09 16:00:00 -04:00,call,116,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,5.8,24,6.4,7.0,1,6.05,2934,611,False,0.0,6.4,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00117000,NVDA,2025-05-09 16:00:00 -04:00,call,117,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,5.5,1,7.175,8.85,1,5.7,972,730,False,0.0,7.175,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00118000,NVDA,2025-05-09 16:00:00 -04:00,call,118,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,4.5,1,6.4,8.3,1,5.17,785,814,False,0.0,6.4,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00119000,NVDA,2025-05-09 16:00:00 -04:00,call,119,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,4.5,25,6.0,7.5,1,4.74,651,619,False,0.0,6.0,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00120000,NVDA,2025-05-09 16:00:00 -04:00,call,120,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,4.15,22,4.575,5.0,2,4.4,2610,5385,False,0.0,4.575,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00121000,NVDA,2025-05-09 16:00:00 -04:00,call,121,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,3.75,26,5.15,6.55,10,3.95,1234,585,False,0.0,5.15,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00122000,NVDA,2025-05-09 16:00:00 -04:00,call,122,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,3.4,27,3.725,4.05,10,3.65,1447,232,False,0.0,3.725,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00123000,NVDA,2025-05-09 16:00:00 -04:00,call,123,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,3.1,27,3.55,4.0,1,3.15,496,257,False,0.0,3.55,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00124000,NVDA,2025-05-09 16:00:00 -04:00,call,124,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.75,28,4.1,5.45,1,3.1,286,534,False,0.0,4.1,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00125000,NVDA,2025-05-09 16:00:00 -04:00,call,125,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.52,25,2.735,2.95,1,2.6,2133,2745,False,0.0,2.735,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00126000,NVDA,2025-05-09 16:00:00 -04:00,call,126,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.21,29,2.38,2.55,5,2.5,454,274,False,0.0,2.38,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00127000,NVDA,2025-05-09 16:00:00 -04:00,call,127,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,1.99,30,2.285,2.58,10,2.14,811,375,False,0.0,2.285,114.33,,,,,
NVDA,2025-04-09,NVDA250509C00130000,NVDA,2025-05-09 16:00:00 -04:00,call,130,2025-03-31 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,1.44,29,1.52,1.6,2,1.58,1790,2818,False,0.0,1.52,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00099000,NVDA,2025-05-09 16:00:00 -04:00,put,99,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.11,6,2.165,2.22,6,2.2,879,1088,False,0.0,2.165,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00100000,NVDA,2025-05-09 16:00:00 -04:00,put,100,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.28,6,2.34,2.4,6,2.31,1308,1303,False,0.0,2.34,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00101000,NVDA,2025-05-09 16:00:00 -04:00,put,101,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.47,6,2.53,2.59,6,2.4,387,586,False,0.0,2.53,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00102000,NVDA,2025-05-09 16:00:00 -04:00,put,102,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.67,6,2.735,2.8,6,2.68,1700,273,False,0.0,2.735,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00103000,NVDA,2025-05-09 16:00:00 -04:00,put,103,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,2.92,5,2.985,3.05,6,2.91,408,225,False,0.0,2.985,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00104000,NVDA,2025-05-09 16:00:00 -04:00,put,104,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,3.1,6,3.175,3.25,6,3.25,632,160,False,0.0,3.175,114.33,,,,,
NVDA,2025-04-09,NVDA250509P00105000,NVDA,2025-05-09 16:00:00 -04:00,put,105,2025-03-27 09:30:00 -04:00,30,2025-04-09 16:00:00 -04:00,3.35,6,3.45,3.55,10,3.41,4633,863,False,0.0,3.45,114.33,,,,,
