ticker,date,close,realised_vol
AMZN,2025-03-24,203.26,
AMZN,2025-03-25,205.71,
AMZN,2025-03-26,201.13,
AMZN,2025-03-27,201.36,
AMZN,2025-03-28,192.72,
AMZN,2025-03-31,190.26,
AMZN,2025-04-01,192.17,
AMZN,2025-04-02,196.01,
AMZN,2025-04-03,178.41,
AMZN,2025-04-04,171.0,
AMZN,2025-04-07,175.26,
AMZN,2025-04-08,170.66,
AMZN,2025-04-09,191.1,
AMZN,2025-04-10,181.22,
AMZN,2025-04-11,184.87,
AMZN,2025-04-14,182.12,
AMZN,2025-04-15,179.59,
AMZN,2025-04-16,174.33,
AMZN,2025-04-17,172.61,
AMZN,2025-04-21,167.32,
AMZN,2025-04-22,173.18,0.6663857784735854
AMZN,2025-04-23,180.6,0.6864989070752803
AMZN,2025-04-24,186.54,0.6970829199397511
AMZN,2025-04-25,188.99,0.6994716502173484
AMZN,2025-04-28,187.7,0.6830642487024485
AMZN,2025-04-29,187.39,0.6817131413893603
AMZN,2025-04-30,184.42,0.6825131578225236
AMZN,2025-05-01,190.2,0.688321817666909
AMZN,2025-05-02,189.98,0.5953070631848123
AMZN,2025-05-05,186.35,0.5772151857167811
AMZN,2025-05-06,185.01,0.5734055822966374
AMZN,2025-05-07,188.71,0.5655550350126483
AMZN,2025-05-08,192.08,0.40120550965113744
AMZN,2025-05-09,193.06,0.34827356866791126
AMZN,2025-05-12,208.64,0.43458124723124186
AMZN,2025-05-13,211.37,0.427918115059029
AMZN,2025-05-14,210.25,0.4232360170860687
AMZN,2025-05-15,205.17,0.4174003916260095
AMZN,2025-05-16,205.59,0.412669117657935
AMZN,2025-05-19,206.16,0.38590789971651
AMZN,2025-05-20,204.07,0.38159824044162893
AMZN,2025-05-21,201.12,0.3677907233179833
AMZN,2025-05-22,203.1,0.3543110722797698
AMZN,2025-05-23,200.99,0.35638281418030565
AMZN,2025-05-27,206.02,0.36228693661963407
AMZN,2025-05-28,204.72,0.3637447412656518
AMZN,2025-05-29,205.7,0.35567873334527794
AMZN,2025-05-30,205.01,0.3438103834233278
AMZN,2025-06-02,206.65,0.3436089548171519
AMZN,2025-06-03,205.71,0.3340942071510071
AMZN,2025-06-04,207.23,0.3310511809192778
AMZN,2025-06-05,207.91,0.32686625799492963
AMZN,2025-06-06,213.57,0.33319937169481645
AMZN,2025-06-09,216.98,0.33528703801251375
AMZN,2025-06-10,217.61,0.20128292581490456
AMZN,2025-06-11,213.2,0.21203480724195684
AMZN,2025-06-12,213.24,0.21095473761549086
AMZN,2025-06-13,212.1,0.19065480378022667
AMZN,2025-06-16,216.1,0.20001724047206354
AMZN,2025-06-17,214.82,0.20223488403468823
AMZN,2025-06-18,212.52,0.20270635957325245
AMZN,2025-06-20,209.69,0.2014899489408339
AMZN,2025-06-23,208.47,0.20119629235557374
AMZN,2025-06-24,212.77,0.20703221955961776
AMZN,2025-06-25,211.99,0.19117488904103766
AMZN,2025-06-26,217.12,0.20456597369234378
AMZN,2025-06-27,223.3,0.22319459041565667
AMZN,2025-06-30,219.39,0.23500406820533523
AMZN,2025-07-01,220.46,0.23445984834326147
AMZN,2025-07-02,219.92,0.23364890457754717
AMZN,2025-07-03,223.41,0.23742711188360566
AMZN,2025-07-07,223.47,0.23774803652702842
AMZN,2025-07-08,219.36,0.23346466682058337
AMZN,2025-07-09,222.54,0.2323255113687169
AMZN,2025-07-10,222.26,0.2324064427919254
AMZN,2025-07-11,225.02,0.2209953372909236
AMZN,2025-07-14,225.69,0.22079677688773666
AMZN,2025-07-15,226.35,0.21866535317120742
AMZN,2025-07-16,223.19,0.218904518947964
AMZN,2025-07-17,223.88,0.21711032158069446
AMZN,2025-07-18,226.13,0.21331375536826058
AMZN,2025-07-21,229.3,0.2072304856423914
AMZN,2025-07-22,227.47,0.20880499816387005
AMZN,2025-07-23,228.29,0.20000179699119722
AMZN,2025-07-24,232.23,0.20366157874204144
AMZN,2025-07-25,231.44,0.1919846832068679
AMZN,2025-07-28,232.79,0.1685702938012175
AMZN,2025-07-29,231.01,0.15633577024328646
AMZN,2025-07-30,230.19,0.157556474739807
AMZN,2025-07-31,234.11,0.1648343263458907
AMZN,2025-08-01,214.75,0.3525002211913938
AMZN,2025-08-04,211.65,0.3551587182906598
AMZN,2025-08-05,213.75,0.3526664970266786
AMZN,2025-08-06,222.31,0.3775177822415949
AMZN,2025-08-07,223.13,0.377715537571113
AMZN,2025-08-08,222.69,0.3750184783617416
AMZN,2025-08-11,221.3,0.37530997210087924
AMZN,2025-08-12,221.47,0.37509086665785196
AMZN,2025-08-13,224.56,0.3753772706302274
AMZN,2025-08-14,230.98,0.3881993174071175
AMZN,2025-08-15,231.03,0.38692983575827117
AMZN,2025-08-18,231.49,0.3839813107386231
AMZN,2025-08-19,228.01,0.3868970592802701
AMZN,2025-08-20,223.81,0.3922313299233046
AMZN,2025-08-21,221.95,0.38702285309640383
AMZN,2025-08-22,228.84,0.40410762911561454
AMZN,2025-08-25,227.94,0.4035479599704667
AMZN,2025-08-26,228.71,0.40304830800737224
AMZN,2025-08-27,229.12,0.4029575387875031
AMZN,2025-08-28,231.6,0.4000844110102262
AMZN,2025-08-29,229.0,0.2455198959019445
AMZN,2025-09-02,225.34,0.2470849084810688
AMZN,2025-09-03,225.99,0.24579866636704534
AMZN,2025-09-04,235.68,0.2512784406559035
AMZN,2025-09-05,232.33,0.25857047814337575
AMZN,2025-09-08,235.84,0.26208565432146697
AMZN,2025-09-09,238.24,0.26096664551687276
AMZN,2025-09-10,230.33,0.29292440312637386
AMZN,2025-09-11,229.95,0.2897272223691243
AMZN,2025-09-12,228.15,0.27293716973449733
AMZN,2025-09-15,231.43,0.27802025227704286
AMZN,2025-09-16,234.05,0.28079415426492615
AMZN,2025-09-17,231.62,0.2777832682646437
AMZN,2025-09-18,231.23,0.26846755288968904
AMZN,2025-09-19,231.48,0.2658945904415107
