ticker,date,close,realised_vol
CAT,2025-03-24,337.03,
CAT,2025-03-25,337.97,
CAT,2025-03-26,336.48,
CAT,2025-03-27,334.69,
CAT,2025-03-28,325.22,
CAT,2025-03-31,325.32,
CAT,2025-04-01,326.08,
CAT,2025-04-02,330.12,
CAT,2025-04-03,301.61,
CAT,2025-04-04,284.17,
CAT,2025-04-07,276.26,
CAT,2025-04-08,270.22,
CAT,2025-04-09,296.92,
CAT,2025-04-10,285.24,
CAT,2025-04-11,289.47,
CAT,2025-04-14,294.07,
CAT,2025-04-15,289.45,
CAT,2025-04-16,286.2,
CAT,2025-04-17,290.26,
CAT,2025-04-21,282.23,
CAT,2025-04-22,288.6,0.5831647116715883
CAT,2025-04-23,293.16,0.5880306873017267
CAT,2025-04-24,304.15,0.6083869737931576
CAT,2025-04-25,303.75,0.6085293361160612
CAT,2025-04-28,304.35,0.6022916334474502
CAT,2025-04-29,304.69,0.6023630374006548
CAT,2025-04-30,306.54,0.6029668982955744
CAT,2025-05-01,311.19,0.6039736214995349
CAT,2025-05-02,320.82,0.5183504450285875
CAT,2025-05-05,320.26,0.46338242777630506
CAT,2025-05-06,318.06,0.44843955586836864
CAT,2025-05-07,317.46,0.4365944062338829
CAT,2025-05-08,321.39,0.2965123593774978
CAT,2025-05-09,322.75,0.2466405106654903
CAT,2025-05-12,339.53,0.292024488155292
CAT,2025-05-13,349.43,0.30013459356149863
CAT,2025-05-14,346.57,0.2930355213280267
CAT,2025-05-15,346.72,0.28511298261029067
CAT,2025-05-16,350.46,0.2846596897434907
CAT,2025-05-19,349.46,0.252944314803282
CAT,2025-05-20,346.41,0.2579949961783482
CAT,2025-05-21,339.49,0.27664494232304915
CAT,2025-05-22,342.14,0.25389057920246055
CAT,2025-05-23,340.36,0.25572849993451957
CAT,2025-05-27,348.41,0.2627903849679562
CAT,2025-05-28,346.41,0.2658628024816758
CAT,2025-05-29,348.69,0.26585971082025894
CAT,2025-05-30,344.96,0.2705138698357148
CAT,2025-06-02,341.63,0.2579264922792424
CAT,2025-06-03,346.32,0.259831233749027
CAT,2025-06-04,346.25,0.2572133002945663
CAT,2025-06-05,345.88,0.25697053986302454
CAT,2025-06-06,350.23,0.25705200472736384
CAT,2025-06-09,354.91,0.2590178755318692
CAT,2025-06-10,355.41,0.19401686776085453
CAT,2025-06-11,359.94,0.17209699808070456
CAT,2025-06-12,357.78,0.17062359271231597
CAT,2025-06-13,353.9,0.1762959536282859
CAT,2025-06-16,359.24,0.1800024258874238
CAT,2025-06-17,354.52,0.18676622301470117
CAT,2025-06-18,356.63,0.1841354970216497
CAT,2025-06-20,357.34,0.16546057618103416
CAT,2025-06-23,363.0,0.1710831677379444
CAT,2025-06-24,369.73,0.17653351607503445
