ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega,is_illiquid
AMZN,2025-04-16,AMZN251017C00100000,AMZN,2025-10-17 20:00:00,call,100,2025-03-05 14:30:00,184,2025-04-16 20:00:00,77.95,39,78.525,79.1,151,87.05,8,0,True,74.33,4.195,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00105000,AMZN,2025-10-17 20:00:00,call,105,2025-03-05 14:30:00,184,2025-04-16 20:00:00,73.4,11,74.175,74.95,151,0.0,0,0,True,69.33,4.845,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00110000,AMZN,2025-10-17 20:00:00,call,110,2025-02-25 14:30:00,184,2025-04-16 20:00:00,68.85,46,69.275,69.7,143,66.9,193,4,True,64.33,4.945,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00115000,AMZN,2025-10-17 20:00:00,call,115,2025-02-25 14:30:00,184,2025-04-16 20:00:00,64.25,61,64.7,65.15,39,74.5,11,0,True,59.33,5.37,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00120000,AMZN,2025-10-17 20:00:00,call,120,2025-02-25 14:30:00,184,2025-04-16 20:00:00,59.85,113,60.675,61.5,198,61.5,49,1,True,54.33,6.345,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00125000,AMZN,2025-10-17 20:00:00,call,125,2025-02-21 14:30:00,184,2025-04-16 20:00:00,55.5,210,55.9,56.3,22,57.1,59,1,True,49.33,6.57,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00130000,AMZN,2025-10-17 20:00:00,call,130,2025-02-21 14:30:00,184,2025-04-16 20:00:00,51.55,28,51.7,51.85,53,49.6,293,5,True,44.33,7.37,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00135000,AMZN,2025-10-17 20:00:00,call,135,2025-02-21 14:30:00,184,2025-04-16 20:00:00,47.4,28,47.55,47.7,11,56.9,172,0,True,39.33,8.22,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00140000,AMZN,2025-10-17 20:00:00,call,140,2025-02-21 14:30:00,184,2025-04-16 20:00:00,43.45,21,43.6,43.75,40,41.7,235,1,True,34.33,9.27,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00145000,AMZN,2025-10-17 20:00:00,call,145,2025-02-21 14:30:00,184,2025-04-16 20:00:00,39.6,20,39.725,39.85,9,43.85,324,0,True,29.33,10.395,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00150000,AMZN,2025-10-17 20:00:00,call,150,2025-02-21 14:30:00,184,2025-04-16 20:00:00,35.9,11,36.025,36.15,33,35.05,364,2,True,24.33,11.695,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00155000,AMZN,2025-10-17 20:00:00,call,155,2025-02-21 14:30:00,184,2025-04-16 20:00:00,32.35,29,32.5,32.65,30,31.8,159,1,True,19.33,13.17,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00160000,AMZN,2025-10-17 20:00:00,call,160,2025-02-21 14:30:00,184,2025-04-16 20:00:00,29.05,22,29.15,29.25,23,27.7,249,16,True,14.33,14.82,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00165000,AMZN,2025-10-17 20:00:00,call,165,2025-02-21 14:30:00,184,2025-04-16 20:00:00,25.85,17,25.975,26.1,49,26.15,230,39,True,9.33,16.645,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00170000,AMZN,2025-10-17 20:00:00,call,170,2025-02-21 14:30:00,184,2025-04-16 20:00:00,22.9,11,22.975,23.05,7,21.88,227,86,True,4.33,18.645,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00175000,AMZN,2025-10-17 20:00:00,call,175,2025-02-21 14:30:00,184,2025-04-16 20:00:00,20.1,22,20.175,20.25,26,20.46,240,102,False,0.0,20.175,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00180000,AMZN,2025-10-17 20:00:00,call,180,2025-02-21 14:30:00,184,2025-04-16 20:00:00,17.5,22,17.575,17.65,15,17.82,1237,156,False,0.0,17.575,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00185000,AMZN,2025-10-17 20:00:00,call,185,2025-02-21 14:30:00,184,2025-04-16 20:00:00,15.1,97,15.2,15.3,44,14.95,676,87,False,0.0,15.2,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00190000,AMZN,2025-10-17 20:00:00,call,190,2025-02-21 14:30:00,184,2025-04-16 20:00:00,12.95,28,13.025,13.1,48,12.02,1152,48,False,0.0,13.025,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00195000,AMZN,2025-10-17 20:00:00,call,195,2025-02-21 14:30:00,184,2025-04-16 20:00:00,10.95,69,11.05,11.15,61,10.45,664,86,False,0.0,11.05,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00200000,AMZN,2025-10-17 20:00:00,call,200,2025-02-21 14:30:00,184,2025-04-16 20:00:00,9.25,81,9.325,9.4,22,9.55,1525,1804,False,0.0,9.325,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00205000,AMZN,2025-10-17 20:00:00,call,205,2025-02-21 14:30:00,184,2025-04-16 20:00:00,7.7,23,7.775,7.85,19,7.1,1753,130,False,0.0,7.775,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00210000,AMZN,2025-10-17 20:00:00,call,210,2025-02-21 14:30:00,184,2025-04-16 20:00:00,6.35,86,6.45,6.55,24,6.6,2297,545,False,0.0,6.45,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00215000,AMZN,2025-10-17 20:00:00,call,215,2025-02-21 14:30:00,184,2025-04-16 20:00:00,5.25,7,5.325,5.4,238,5.25,2292,457,False,0.0,5.325,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00220000,AMZN,2025-10-17 20:00:00,call,220,2025-02-21 14:30:00,184,2025-04-16 20:00:00,4.3,8,4.35,4.4,15,4.15,2322,1639,False,0.0,4.35,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00225000,AMZN,2025-10-17 20:00:00,call,225,2025-02-21 14:30:00,184,2025-04-16 20:00:00,3.5,75,3.575,3.65,170,3.45,1836,425,False,0.0,3.575,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00230000,AMZN,2025-10-17 20:00:00,call,230,2025-02-21 14:30:00,184,2025-04-16 20:00:00,2.79,22,2.87,2.95,19,2.97,513,45,False,0.0,2.87,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00235000,AMZN,2025-10-17 20:00:00,call,235,2025-02-21 14:30:00,184,2025-04-16 20:00:00,2.33,41,2.375,2.42,19,2.37,1229,148,False,0.0,2.375,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00240000,AMZN,2025-10-17 20:00:00,call,240,2025-02-21 14:30:00,184,2025-04-16 20:00:00,1.9,50,1.945,1.99,50,1.96,1126,72,False,0.0,1.945,174.33,,,,,,False
AMZN,2025-04-16,AMZN251017C00245000,AMZN,2025-10-17 20:00:00,call,245,2025-02-21 14:30:00,184,2025-04-16 20:00:00,1.56,26,1.6,1.64,35,1.67,563,2,False,0.0,1.6,174.33,,,,,,False
