ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid
CAT,2025-11-17,CAT260220C00410000,CAT,2026-02-20 21:00:00,call,410,2025-06-18 13:30:00,95,2025-11-17 21:00:00,146.85,20,148.1,149.35,2,156.6,75,1,True,142.05,6.05,552.05,False
CAT,2025-11-17,CAT260220C00420000,CAT,2026-02-20 21:00:00,call,420,2025-06-18 13:30:00,95,2025-11-17 21:00:00,137.5,20,138.875,140.25,2,145.87,70,2,True,132.05,6.825,552.05,False
CAT,2025-11-17,CAT260220C00430000,CAT,2026-02-20 21:00:00,call,430,2025-06-18 13:30:00,95,2025-11-17 21:00:00,128.75,32,130.025,131.3,2,136.8,111,2,True,122.05,7.975,552.05,False
CAT,2025-11-17,CAT260220C00440000,CAT,2026-02-20 21:00:00,call,440,2025-06-18 13:30:00,95,2025-11-17 21:00:00,119.95,38,121.25,122.55,4,117.78,45,0,True,112.05,9.2,552.05,False
CAT,2025-11-17,CAT260220C00450000,CAT,2026-02-20 21:00:00,call,450,2025-06-18 13:30:00,95,2025-11-17 21:00:00,111.75,29,112.9,114.05,9,125.75,137,0,True,102.05,10.85,552.05,False
CAT,2025-11-17,CAT260220C00460000,CAT,2026-02-20 21:00:00,call,460,2025-06-18 13:30:00,95,2025-11-17 21:00:00,103.05,8,104.65,106.25,1,104.52,231,0,True,92.05,12.6,552.05,False
CAT,2025-11-17,CAT260220C00470000,CAT,2026-02-20 21:00:00,call,470,2025-06-18 13:30:00,95,2025-11-17 21:00:00,95.05,29,96.275,97.5,8,97.55,135,0,True,82.05,14.225,552.05,False
CAT,2025-11-17,CAT260220C00480000,CAT,2026-02-20 21:00:00,call,480,2025-06-18 13:30:00,95,2025-11-17 21:00:00,87.1,33,88.475,89.85,19,88.02,160,0,True,72.05,16.425,552.05,False
CAT,2025-11-17,CAT260220C00490000,CAT,2026-02-20 21:00:00,call,490,2025-06-18 13:30:00,95,2025-11-17 21:00:00,79.6,29,81.0,82.4,31,83.9,53,5,True,62.05,18.95,552.05,False
CAT,2025-11-17,CAT260220C00500000,CAT,2026-02-20 21:00:00,call,500,2025-06-18 13:30:00,95,2025-11-17 21:00:00,72.7,30,74.05,75.4,40,73.5,1351,4,True,52.05,22.0,552.05,False
CAT,2025-11-17,CAT260220C00520000,CAT,2026-02-20 21:00:00,call,520,2025-06-20 13:30:00,95,2025-11-17 21:00:00,59.65,20,60.675,61.7,23,60.54,170,0,True,32.05,28.625,552.05,False
