ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega,is_illiquid
CAT,2025-06-16,CAT251121C00270000,CAT,2025-11-21 21:00:00,call,270,2025-03-20 13:30:00,158,2025-06-16 20:00:00,96.6,17,98.35,100.1,18,90.64,58,0,True,92.44,5.91,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00280000,CAT,2025-11-21 21:00:00,call,280,2025-03-20 13:30:00,158,2025-06-16 20:00:00,87.9,17,89.3,90.7,10,80.34,7,0,True,82.44,6.86,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00290000,CAT,2025-11-21 21:00:00,call,290,2025-03-20 13:30:00,158,2025-06-16 20:00:00,78.75,32,80.55,82.35,17,65.35,45,0,True,72.44,8.11,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00300000,CAT,2025-11-21 21:00:00,call,300,2025-03-20 13:30:00,158,2025-06-16 20:00:00,71.25,14,72.0,72.75,6,60.55,70,0,True,62.44,9.56,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00310000,CAT,2025-11-21 21:00:00,call,310,2025-03-20 13:30:00,158,2025-06-16 20:00:00,63.45,11,64.075,64.7,20,64.42,102,0,True,52.44,11.635,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00320000,CAT,2025-11-21 21:00:00,call,320,2025-03-20 13:30:00,158,2025-06-16 20:00:00,55.35,30,56.075,56.8,11,54.1,87,0,True,42.44,13.635,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00330000,CAT,2025-11-21 21:00:00,call,330,2025-03-20 13:30:00,158,2025-06-16 20:00:00,48.05,19,48.975,49.9,31,46.2,94,0,True,32.44,16.535,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00340000,CAT,2025-11-21 21:00:00,call,340,2025-03-20 13:30:00,158,2025-06-16 20:00:00,41.4,17,42.175,42.95,30,38.5,141,0,True,22.44,19.735,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00350000,CAT,2025-11-21 21:00:00,call,350,2025-03-20 13:30:00,158,2025-06-16 20:00:00,35.05,72,35.85,36.65,26,36.0,87,1,True,12.44,23.41,362.44,,,,,,False
CAT,2025-06-16,CAT251121C00360000,CAT,2025-11-21 21:00:00,call,360,2025-03-20 13:30:00,158,2025-06-16 20:00:00,29.25,18,29.75,30.25,6,29.92,174,3,True,2.44,27.31,362.44,,,,,,False
